student_id,age,gender,department,semester,attendance_pct,assignment_score_avg,internal_marks_avg,semester_gpa,study_hours_per_week,participation_score,prev_semester_gpa,backlogs,financial_aid,performance_category
STU-2023-0761,19,Male,ME,6,47.32,47.38,40.17,4.63,14.1,2.44,3.28,3,False,At Risk
STU-2023-0762,19,Male,MBA,1,80.26,44.44,49.64,7.19,20.6,4.03,6.57,2,False,Medium
STU-2023-0763,22,Female,MBA,5,77.09,95.93,79.81,8.09,29.1,9.71,8.05,0,False,High
STU-2023-0764,20,Female,EE,6,75.47,67.0,62.23,6.53,5.0,3.68,6.28,1,False,Medium
STU-2023-0765,27,Female,CE,6,76.81,77.86,85.48,8.05,29.8,8.3,8.56,0,False,High
STU-2023-0766,24,Male,MBA,7,61.33,58.09,74.79,5.97,20.6,6.73,5.41,0,False,Medium
STU-2023-0767,18,Male,ECE,8,46.31,60.43,40.82,5.03,6.1,5.7,4.19,2,False,At Risk
STU-2023-0768,18,Male,EE,3,65.86,70.65,43.55,6.78,13.8,7.37,5.95,0,False,Medium
STU-2023-0769,23,Female,MBA,7,82.06,60.65,59.31,6.85,15.9,7.04,7.04,2,False,Medium
STU-2023-0770,27,Male,CE,6,49.65,23.59,33.18,4.01,9.7,3.48,4.31,4,True,At Risk
STU-2023-0771,27,Male,ME,4,69.13,64.24,29.65,5.66,1.0,2.32,5.01,5,False,At Risk
STU-2023-0772,18,Male,MBA,7,87.01,72.48,83.75,7.15,23.2,6.55,6.3,0,False,High
STU-2023-0773,24,Male,ME,7,46.77,44.83,44.04,4.16,6.3,1.86,3.96,4,False,At Risk
STU-2023-0774,21,Female,CS,8,82.74,69.75,81.35,9.43,19.1,8.0,9.07,0,False,High
STU-2023-0775,23,Female,CS,7,72.75,54.33,63.27,7.08,16.3,3.18,6.91,1,False,Medium
STU-2023-0776,26,Male,ME,2,86.26,69.97,75.79,9.51,20.0,8.76,9.52,0,False,High
STU-2023-0777,27,Female,CS,2,73.07,57.0,56.59,7.32,17.7,7.57,6.72,1,False,Medium
STU-2023-0778,18,Male,MBA,5,82.25,70.97,87.31,7.36,18.0,8.09,7.38,0,False,High
STU-2023-0779,27,Male,IT,2,65.84,27.96,61.73,4.52,4.6,0.2,3.08,3,False,At Risk
STU-2023-0780,22,Female,EE,2,45.73,54.0,49.18,5.16,13.4,4.84,4.76,4,False,At Risk
STU-2023-0781,25,Male,IT,1,46.25,34.65,26.95,4.58,7.5,3.42,4.97,2,False,At Risk
STU-2023-0782,20,Female,ECE,1,73.63,61.55,40.57,6.15,14.0,7.46,5.64,1,False,Medium
STU-2023-0783,21,Male,IT,4,71.28,63.87,73.69,6.43,10.0,6.83,6.41,0,False,Medium
STU-2023-0784,22,Male,CS,3,78.54,80.28,82.56,8.36,23.2,6.85,8.71,0,True,High
STU-2023-0785,24,Male,EE,7,29.49,48.7,40.93,5.81,3.2,0.49,5.62,2,False,At Risk
STU-2023-0786,26,Female,IT,2,87.77,75.94,86.2,7.54,26.6,7.17,7.32,0,False,High
STU-2023-0787,19,Female,ECE,3,56.45,45.56,51.27,3.77,9.5,4.18,3.75,4,False,At Risk
STU-2023-0788,20,Male,EE,1,69.91,68.31,73.52,8.34,17.2,6.69,8.27,0,False,High
STU-2023-0789,26,Female,IT,5,45.56,46.83,62.0,3.82,4.8,1.95,3.29,5,False,At Risk
STU-2023-0790,22,Male,CS,7,71.29,65.83,50.09,7.56,5.6,4.29,8.03,0,True,Medium
STU-2023-0791,18,Female,ECE,2,89.01,72.69,79.97,7.87,13.8,8.02,7.87,0,False,High
STU-2023-0792,22,Male,IT,3,61.03,75.48,69.09,5.69,8.1,2.78,5.26,3,False,Medium
STU-2023-0793,18,Male,IT,6,54.07,51.32,41.08,3.7,9.0,5.45,2.89,5,False,At Risk
STU-2023-0794,21,Female,EE,3,47.02,65.0,30.06,3.44,4.2,3.39,2.41,4,False,At Risk
STU-2023-0795,24,Male,CS,1,91.64,80.98,77.76,8.92,31.6,6.36,9.25,0,False,High
STU-2023-0796,27,Female,IT,4,71.14,71.21,47.76,6.64,18.5,3.65,6.48,1,False,Medium
STU-2023-0797,20,Male,ME,7,44.17,36.4,62.0,4.81,9.9,2.04,4.56,3,False,At Risk
STU-2023-0798,21,Female,MBA,5,47.27,34.45,32.41,3.97,8.2,2.91,4.2,5,False,At Risk
STU-2023-0799,27,Male,ECE,7,85.25,76.71,78.65,8.72,25.0,7.1,8.82,0,False,High
STU-2023-0800,25,Male,CE,3,88.84,74.84,78.47,9.2,29.1,7.46,9.24,0,False,High
STU-2023-0801,25,Male,MBA,4,79.56,74.61,78.9,7.72,21.9,7.25,8.32,0,True,High
STU-2023-0802,25,Male,CS,7,40.34,27.51,20.0,5.5,8.0,4.81,5.63,3,False,At Risk
STU-2023-0803,27,Female,ME,3,69.82,61.69,61.7,7.06,17.2,4.79,6.65,0,False,Medium
STU-2023-0804,21,Male,IT,2,78.4,64.8,70.68,7.85,14.6,6.35,8.04,0,False,High
STU-2023-0805,22,Female,ECE,5,77.59,57.95,47.76,5.79,22.7,6.08,5.63,2,True,Medium
STU-2023-0806,21,Male,ECE,4,69.5,64.58,49.51,6.6,14.9,2.14,6.94,1,False,Medium
STU-2023-0807,22,Female,CS,2,61.36,65.82,58.38,7.39,13.7,6.76,6.91,0,False,Medium
STU-2023-0808,21,Female,EE,5,81.52,72.99,88.73,8.83,24.5,6.62,9.31,0,False,High
STU-2023-0809,23,Female,MBA,2,65.74,64.3,67.78,5.91,17.9,5.58,6.13,0,False,Medium
STU-2023-0810,20,Male,CS,6,47.58,39.53,49.08,3.54,3.7,5.02,2.53,3,False,At Risk
STU-2023-0811,22,Other,ME,6,71.63,94.72,76.2,6.83,28.0,6.6,7.14,0,True,High
STU-2023-0812,20,Female,MBA,2,73.22,76.37,57.94,6.56,12.5,3.85,6.65,0,True,Medium
STU-2023-0813,25,Male,MBA,6,96.02,78.35,67.79,8.08,25.0,7.6,8.19,0,False,High
STU-2023-0814,20,Male,ME,4,85.65,64.45,60.71,6.39,10.5,5.28,5.54,2,False,Medium
STU-2023-0815,21,Male,ECE,8,99.78,87.52,74.39,7.92,27.1,9.88,8.2,0,True,High
STU-2023-0816,23,Female,ECE,7,100.0,67.65,66.0,7.62,20.4,9.66,7.42,0,False,High
STU-2023-0817,18,Male,ECE,1,86.42,80.96,74.0,8.46,28.2,6.6,8.82,0,False,High
STU-2023-0818,23,Female,CS,3,69.35,66.18,45.59,5.41,15.8,6.3,5.69,0,False,Medium
STU-2023-0819,19,Male,ME,6,78.2,79.85,78.47,8.95,22.5,7.8,8.92,0,False,High
STU-2023-0820,27,Female,CS,1,58.96,50.65,59.61,7.25,22.4,5.22,6.76,0,True,Medium
STU-2023-0821,23,Male,MBA,3,72.59,89.29,71.69,7.99,20.9,6.78,8.32,0,True,High
STU-2023-0822,20,Male,MBA,7,75.74,62.65,72.06,5.52,24.2,7.15,5.51,0,False,High
STU-2023-0823,22,Female,ECE,6,67.01,43.27,55.5,6.83,19.1,3.74,7.04,0,False,Medium
STU-2023-0824,22,Male,MBA,7,65.52,49.73,53.2,6.65,26.0,4.21,7.26,0,False,Medium
STU-2023-0825,27,Male,CS,6,49.18,27.12,41.09,5.7,4.6,2.84,4.35,3,True,At Risk
STU-2023-0826,26,Male,IT,6,54.49,63.27,59.0,5.79,7.7,3.62,4.96,1,True,Medium
STU-2023-0827,25,Male,MBA,7,93.99,83.42,77.54,9.26,24.1,9.07,9.44,0,True,High
STU-2023-0828,26,Other,IT,7,27.9,36.9,57.29,4.09,5.5,1.81,3.72,5,False,At Risk
STU-2023-0829,27,Female,MBA,4,51.06,45.29,48.67,4.35,2.2,4.12,4.27,5,True,At Risk
STU-2023-0830,21,Female,EE,1,85.19,59.73,69.19,7.18,15.4,5.45,7.75,0,False,High
STU-2023-0831,25,Male,ME,8,74.81,61.82,56.74,7.09,23.0,4.26,6.62,0,False,High
STU-2023-0832,24,Male,IT,7,50.0,48.8,63.86,7.01,17.3,6.18,6.32,3,False,Medium
STU-2023-0833,19,Male,CS,7,98.35,71.68,83.8,7.9,23.0,6.83,7.86,0,False,High
STU-2023-0834,19,Male,CE,2,86.69,77.06,66.74,7.72,27.8,6.92,7.77,0,False,High
STU-2023-0835,19,Female,CS,1,83.99,73.59,64.64,7.6,23.0,7.89,7.64,0,True,High
STU-2023-0836,24,Female,CS,4,68.98,58.72,59.67,6.57,14.4,6.16,7.14,3,True,Medium
STU-2023-0837,18,Female,CE,1,60.9,65.23,44.52,6.66,15.0,8.0,5.84,3,False,Medium
STU-2023-0838,20,Male,IT,3,80.19,84.58,78.68,8.33,17.2,6.79,8.7,1,False,High
STU-2023-0839,22,Male,IT,8,100.0,69.88,82.58,7.28,22.8,8.67,6.66,0,False,High
STU-2023-0840,23,Male,CE,2,47.54,31.18,46.32,5.43,8.2,3.06,4.66,3,False,At Risk
STU-2023-0841,21,Female,EE,4,67.78,56.6,40.0,5.67,9.8,4.69,5.18,0,False,Medium
STU-2023-0842,23,Male,MBA,4,81.83,55.76,53.98,6.83,18.2,2.14,7.05,0,False,High
STU-2023-0843,23,Male,MBA,7,78.37,83.49,70.89,8.09,25.4,6.73,7.92,0,False,High
STU-2023-0844,23,Female,CE,2,77.92,62.49,73.28,5.72,19.6,7.1,5.03,1,True,Medium
STU-2023-0845,24,Male,ME,5,29.62,28.34,30.88,3.15,8.3,4.57,2.5,3,True,At Risk
STU-2023-0846,22,Male,IT,2,91.13,69.02,70.03,8.43,21.4,8.38,7.86,0,False,High
STU-2023-0847,21,Female,IT,8,78.27,60.96,52.92,5.84,15.1,4.23,6.08,2,False,Medium
STU-2023-0848,25,Male,IT,3,96.05,85.75,64.66,9.17,24.0,8.71,8.93,0,True,High
STU-2023-0849,24,Female,ME,3,83.5,78.76,67.76,8.36,13.4,8.76,8.37,0,False,High
STU-2023-0850,22,Male,CS,7,80.83,72.36,69.23,8.66,18.4,7.57,8.7,0,False,High
STU-2023-0851,27,Male,MBA,2,69.93,44.32,66.65,6.99,11.7,8.0,6.03,0,False,Medium
STU-2023-0852,26,Male,CS,1,95.0,75.45,80.33,8.53,20.7,6.72,8.6,0,False,High
STU-2023-0853,24,Female,CE,4,66.14,78.26,82.0,6.08,12.9,4.86,6.15,0,False,High
STU-2023-0854,22,Male,MBA,1,53.38,56.21,74.87,7.39,17.8,3.74,7.07,0,False,Medium
STU-2023-0855,25,Female,CE,1,30.18,44.41,60.74,3.5,6.3,4.74,3.37,1,True,At Risk
STU-2023-0856,18,Male,CS,7,50.74,36.83,43.33,5.4,3.9,4.7,4.51,4,True,At Risk
STU-2023-0857,27,Male,ME,8,79.43,67.08,78.89,8.94,18.1,8.33,8.66,1,False,High
STU-2023-0858,26,Female,CE,1,58.99,25.79,32.73,3.67,8.3,4.09,2.87,4,True,At Risk
STU-2023-0859,20,Female,ME,4,55.77,32.14,29.61,4.34,10.5,4.7,3.88,0,False,At Risk
STU-2023-0860,21,Male,CS,1,79.62,75.67,72.83,7.43,18.6,8.86,6.81,0,False,High
STU-2023-0861,26,Male,CE,3,73.4,64.38,68.86,7.93,7.2,5.42,7.61,0,True,High
STU-2023-0862,24,Male,CS,7,55.2,55.85,47.51,5.12,5.8,2.21,4.08,1,True,Medium
STU-2023-0863,20,Male,IT,5,63.25,57.07,63.28,7.48,19.9,6.12,6.85,0,False,Medium
STU-2023-0864,27,Female,MBA,7,80.54,80.23,62.99,8.18,23.7,5.85,7.9,0,False,High
STU-2023-0865,22,Female,MBA,1,78.86,66.34,65.22,7.74,17.0,4.41,7.99,0,True,High
STU-2023-0866,25,Female,ME,6,91.2,71.33,77.86,8.32,10.0,7.46,8.36,0,False,High
STU-2023-0867,27,Male,MBA,8,63.45,59.26,49.48,6.12,8.0,2.75,6.33,2,True,Medium
STU-2023-0868,19,Female,IT,4,34.45,46.62,59.55,6.5,1.0,5.33,5.98,3,False,At Risk
STU-2023-0869,18,Male,MBA,6,80.37,96.06,70.73,7.41,22.1,8.19,7.57,0,True,High
STU-2023-0870,22,Female,IT,3,50.0,62.9,53.03,8.5,20.5,5.85,8.61,0,False,Medium
STU-2023-0871,21,Male,EE,1,83.75,75.7,77.22,8.02,11.8,9.2,7.99,0,False,High
STU-2023-0872,21,Male,CE,3,71.98,39.98,48.79,4.47,11.1,5.14,4.13,4,False,Medium
STU-2023-0873,23,Male,CE,1,49.99,58.36,60.19,2.69,7.0,2.17,2.04,2,False,At Risk
STU-2023-0874,19,Male,CE,4,54.83,39.58,32.53,5.2,7.7,3.59,5.41,0,False,Medium
STU-2023-0875,23,Male,IT,6,74.93,67.72,66.28,7.32,12.7,5.21,7.33,1,True,Medium
STU-2023-0876,25,Male,CE,6,80.88,55.58,43.18,6.26,17.8,4.87,5.46,1,False,Medium
STU-2023-0877,24,Male,CS,1,82.46,79.21,69.52,8.61,17.5,7.53,8.54,0,False,High
STU-2023-0878,21,Female,CS,7,89.93,88.04,77.3,10.0,18.7,9.03,10.0,0,False,High
STU-2023-0879,25,Male,ECE,6,82.06,74.88,91.75,8.86,18.2,8.19,8.89,0,False,High
STU-2023-0880,23,Male,IT,6,88.13,94.22,83.4,7.92,14.3,8.12,7.82,0,False,High
STU-2023-0881,24,Male,CS,8,51.24,40.74,20.0,5.77,11.3,3.87,6.23,5,False,At Risk
STU-2023-0882,25,Male,CE,7,77.18,81.39,68.52,6.89,25.6,7.08,6.59,0,True,High
STU-2023-0883,24,Male,IT,1,55.72,34.47,39.92,4.31,7.5,0.0,3.93,4,False,At Risk
STU-2023-0884,27,Male,CE,5,71.14,85.91,79.58,8.17,22.4,7.43,7.79,0,False,High
STU-2023-0885,20,Male,CE,6,74.83,65.31,63.63,6.08,13.2,4.81,6.38,1,False,Medium
STU-2023-0886,18,Female,ECE,1,82.8,79.13,63.8,8.11,17.7,8.33,8.88,0,False,High
STU-2023-0887,21,Female,MBA,3,56.74,47.15,20.0,4.23,7.7,2.96,4.08,4,False,At Risk
STU-2023-0888,27,Female,ECE,2,83.59,69.05,86.86,7.79,25.5,5.37,7.03,0,True,High
STU-2023-0889,21,Female,ECE,1,80.32,63.86,93.9,6.66,26.0,5.92,6.34,0,False,High
STU-2023-0890,20,Male,IT,8,82.64,64.62,46.78,6.75,23.6,2.5,6.09,2,True,Medium
STU-2023-0891,25,Male,ME,3,80.85,69.25,84.42,8.35,21.0,8.15,8.31,0,False,High
STU-2023-0892,26,Male,MBA,4,41.55,49.61,33.97,5.24,1.0,2.75,4.43,3,False,At Risk
STU-2023-0893,24,Male,EE,6,88.15,86.25,75.79,7.62,19.0,6.8,7.31,0,False,High
STU-2023-0894,19,Female,CE,8,79.84,56.1,63.26,7.49,12.7,7.08,7.67,1,True,Medium
STU-2023-0895,23,Female,CS,6,69.45,72.35,68.38,7.72,19.8,7.19,7.63,0,False,High
STU-2023-0896,25,Male,ME,8,71.03,70.13,48.94,6.65,7.3,5.44,6.55,1,True,Medium
STU-2023-0897,26,Male,MBA,2,76.58,80.39,65.91,7.16,29.1,7.19,7.35,0,False,High
STU-2023-0898,20,Female,ECE,2,91.99,73.53,77.41,8.67,23.3,8.8,8.56,0,False,High
STU-2023-0899,27,Male,EE,6,60.69,31.55,40.27,2.89,11.6,4.43,2.25,0,False,At Risk
STU-2023-0900,20,Male,MBA,1,68.03,50.72,72.72,5.25,24.6,4.88,5.11,0,False,Medium
STU-2023-0901,26,Female,EE,8,83.31,62.31,75.41,6.08,11.8,6.72,5.23,2,True,Medium
STU-2023-0902,23,Male,CS,8,75.29,63.69,79.84,7.83,16.2,6.76,8.42,1,False,High
STU-2023-0903,22,Female,MBA,7,37.53,33.58,23.6,2.94,1.1,1.65,2.0,4,False,At Risk
STU-2023-0904,25,Female,MBA,5,88.15,87.0,77.41,8.68,19.0,8.05,8.54,1,False,High
STU-2023-0905,18,Male,ECE,8,53.52,56.78,47.92,6.83,8.4,6.15,6.56,0,False,Medium
STU-2023-0906,18,Female,CE,3,81.17,89.15,69.75,7.08,18.8,9.39,7.36,0,False,High
STU-2023-0907,26,Female,CS,7,73.4,66.6,66.81,7.28,14.4,8.0,7.0,0,False,High
STU-2023-0908,22,Female,CE,3,100.0,87.51,70.68,7.6,16.1,7.72,7.04,0,False,High
STU-2023-0909,18,Male,ECE,6,85.83,55.2,61.82,6.74,15.9,5.11,7.05,2,False,Medium
STU-2023-0910,22,Female,MBA,4,53.1,55.76,61.7,6.81,23.1,2.72,6.7,1,True,Medium
STU-2023-0911,20,Male,ME,7,92.33,97.89,72.32,8.62,16.1,7.26,8.17,0,False,High
STU-2023-0912,25,Male,IT,1,77.68,67.55,54.18,6.68,19.3,5.16,6.36,0,False,High
STU-2023-0913,20,Male,ME,1,45.35,24.02,31.79,5.65,12.7,1.87,5.49,1,False,At Risk
STU-2023-0914,21,Female,EE,5,75.57,69.03,85.35,8.49,20.3,6.96,8.36,0,False,High
STU-2023-0915,26,Male,ECE,8,65.96,46.31,54.72,6.21,14.9,7.18,6.08,0,False,Medium
STU-2023-0916,20,Male,IT,1,74.08,58.27,41.28,5.95,7.2,6.23,5.92,0,False,Medium
STU-2023-0917,26,Male,ECE,3,59.73,65.0,55.42,4.36,5.9,2.09,4.54,1,False,Medium
STU-2023-0918,26,Male,IT,8,73.67,61.08,55.82,7.75,16.8,5.24,6.75,2,False,Medium
STU-2023-0919,18,Male,CE,6,75.0,65.0,33.68,5.25,9.0,3.17,4.3,1,False,Medium
STU-2023-0920,19,Female,EE,2,76.51,65.14,53.24,5.19,20.1,5.75,4.79,1,False,Medium
STU-2023-0921,25,Male,CS,3,68.1,32.0,37.05,2.75,10.9,3.42,2.0,3,True,At Risk
STU-2023-0922,18,Male,CS,5,45.29,21.27,40.08,4.53,11.4,0.0,3.46,3,True,At Risk
STU-2023-0923,25,Male,CE,7,72.98,71.13,77.0,7.01,9.7,4.41,6.53,0,False,High
STU-2023-0924,21,Female,CE,6,75.08,81.94,62.17,5.24,12.5,6.08,5.07,0,False,Medium
STU-2023-0925,27,Male,ME,7,68.96,55.0,54.69,4.12,1.0,2.52,3.49,5,False,At Risk
STU-2023-0926,27,Male,IT,6,67.03,62.44,72.23,6.05,16.6,5.94,5.86,0,False,Medium
STU-2023-0927,27,Female,CS,4,77.13,98.48,87.09,8.19,16.4,5.58,8.15,0,False,High
STU-2023-0928,23,Male,MBA,2,50.82,30.62,38.66,3.83,8.1,2.37,3.03,3,False,At Risk
STU-2023-0929,21,Male,ECE,8,79.49,72.52,71.61,7.78,15.6,6.15,7.54,0,False,High
STU-2023-0930,25,Female,ECE,7,89.73,72.34,78.15,9.01,26.5,6.37,8.76,0,True,High
STU-2023-0931,19,Male,ECE,6,66.07,43.75,37.87,3.21,9.8,2.56,2.47,4,True,At Risk
STU-2023-0932,18,Female,ECE,3,84.91,76.88,81.2,9.18,23.7,6.33,8.91,0,False,High
STU-2023-0933,24,Female,ME,1,35.06,49.63,52.65,3.34,7.3,3.68,2.89,2,False,At Risk
STU-2023-0934,22,Male,EE,2,81.33,58.62,66.94,7.88,26.2,7.29,7.93,0,True,High
STU-2023-0935,19,Male,EE,4,97.42,65.09,75.52,7.06,10.1,6.62,7.19,1,True,High
STU-2023-0936,18,Male,MBA,8,78.62,75.78,75.43,8.74,24.7,6.77,8.92,0,True,High
STU-2023-0937,24,Male,CS,4,65.06,83.28,67.06,7.47,25.4,7.08,7.74,0,True,High
STU-2023-0938,27,Female,ME,5,84.1,70.44,63.16,5.96,13.2,2.27,5.85,1,False,Medium
STU-2023-0939,23,Male,ME,4,90.55,85.51,74.84,7.39,14.0,7.04,7.73,0,False,High
STU-2023-0940,18,Male,ME,8,81.35,79.97,61.71,6.15,23.1,8.0,7.04,1,True,High
STU-2023-0941,19,Male,EE,3,71.32,72.0,67.67,7.0,15.4,5.74,6.29,0,True,High
STU-2023-0942,18,Female,IT,2,83.35,76.94,76.57,7.39,25.0,6.2,7.72,0,False,High
STU-2023-0943,25,Female,CS,4,81.27,72.1,75.55,8.14,23.0,7.34,8.1,0,False,High
STU-2023-0944,18,Female,MBA,3,40.68,39.31,44.37,4.39,8.3,1.43,3.18,3,True,At Risk
STU-2023-0945,18,Female,ECE,8,78.54,50.18,71.35,7.41,20.1,4.29,7.5,0,False,High
STU-2023-0946,18,Male,EE,7,84.36,80.64,64.91,7.21,16.4,6.06,6.67,1,True,High
STU-2023-0947,22,Female,ME,7,91.46,76.82,55.78,8.16,21.1,7.62,8.24,0,False,High
STU-2023-0948,27,Male,MBA,6,79.53,78.95,77.74,7.46,28.3,7.7,7.18,0,False,High
STU-2023-0949,25,Male,ECE,6,62.15,65.0,62.0,2.65,6.5,1.33,2.02,3,False,Medium
STU-2023-0950,20,Female,ECE,1,100.0,72.42,63.05,7.42,22.4,6.71,7.48,0,False,High
STU-2023-0951,21,Male,CE,1,35.88,62.75,52.67,5.93,9.2,2.56,6.09,2,False,At Risk
STU-2023-0952,19,Female,ECE,2,71.67,71.39,61.18,5.78,11.2,3.14,5.44,1,False,Medium
STU-2023-0953,22,Male,ECE,7,64.65,64.87,37.74,3.43,1.7,3.6,2.63,3,False,At Risk
STU-2023-0954,21,Male,EE,1,80.61,62.87,80.27,8.17,16.6,9.76,8.24,1,True,High
STU-2023-0955,26,Female,EE,5,82.03,55.04,65.45,5.09,17.6,4.64,4.4,1,False,Medium
STU-2023-0956,18,Male,IT,6,76.03,59.32,57.57,6.39,8.7,3.83,6.21,3,True,Medium
STU-2023-0957,24,Female,CS,7,71.26,57.91,47.76,4.52,8.8,7.17,4.16,1,False,Medium
STU-2023-0958,21,Female,CE,2,47.97,65.0,60.53,3.56,7.5,3.15,3.29,5,False,At Risk
STU-2023-0959,20,Female,ECE,1,75.11,65.19,72.18,7.49,19.2,7.3,7.91,2,False,Medium
STU-2023-0960,19,Male,ME,1,38.4,58.55,34.17,3.83,10.1,2.07,3.41,2,False,At Risk
STU-2023-0961,21,Female,EE,1,57.7,40.0,48.34,7.99,13.9,4.42,8.1,1,False,Medium
STU-2023-0962,18,Female,EE,7,81.24,53.31,50.95,7.8,10.2,5.59,7.98,0,True,Medium
STU-2023-0963,20,Male,CS,3,84.73,80.27,96.81,9.72,28.4,10.0,9.43,0,False,High
STU-2023-0964,26,Other,CE,2,90.25,66.38,74.65,7.95,20.9,9.76,7.76,0,False,High
STU-2023-0965,27,Other,ECE,3,76.24,66.38,57.56,6.9,13.3,4.29,6.66,2,False,Medium
STU-2023-0966,20,Male,ME,7,95.3,78.01,60.5,7.35,20.6,6.14,7.19,0,True,High
STU-2023-0967,25,Male,CS,4,52.55,30.92,45.23,5.89,7.2,3.17,5.81,0,False,Medium
STU-2023-0968,24,Male,CS,6,56.3,65.0,45.91,3.19,6.2,0.53,2.0,3,True,At Risk
STU-2023-0969,25,Female,EE,2,87.06,88.29,90.19,8.34,22.8,7.88,8.31,0,False,High
STU-2023-0970,22,Female,CE,7,81.8,63.83,66.16,7.64,19.7,7.14,7.5,0,False,High
STU-2023-0971,23,Female,EE,1,81.99,73.83,76.07,7.01,19.7,5.11,7.22,1,True,High
STU-2023-0972,20,Male,CS,3,79.43,71.07,64.06,6.44,10.0,6.07,6.52,1,False,Medium
STU-2023-0973,24,Female,ECE,8,80.93,53.63,80.32,7.46,14.9,7.8,7.77,1,True,High
STU-2023-0974,26,Female,CS,3,29.64,44.87,62.0,4.99,7.2,2.16,4.43,4,False,At Risk
STU-2023-0975,27,Male,ME,2,39.55,64.28,35.32,4.52,2.7,6.0,4.06,0,True,At Risk
STU-2023-0976,22,Female,ECE,7,65.16,55.19,62.92,7.56,11.1,4.21,7.4,3,False,Medium
STU-2023-0977,23,Male,MBA,3,46.97,29.17,27.39,2.59,7.8,3.44,2.42,3,False,At Risk
STU-2023-0978,23,Male,ECE,8,44.0,44.13,28.02,3.13,8.8,3.35,3.2,2,False,At Risk
STU-2023-0979,22,Male,EE,2,79.13,84.26,65.74,7.44,22.9,8.52,7.53,1,False,High
STU-2023-0980,27,Male,CE,2,47.31,39.64,45.69,5.18,6.2,0.13,5.19,0,False,Medium
STU-2023-0981,24,Male,ME,1,79.89,69.36,79.04,8.6,18.1,9.32,8.51,0,True,High
STU-2023-0982,24,Male,IT,7,87.3,67.97,62.78,6.22,15.9,5.25,5.78,2,True,Medium
STU-2023-0983,18,Male,IT,8,84.84,66.24,67.17,7.02,27.4,6.95,7.42,1,False,High
STU-2023-0984,18,Female,CS,2,50.0,67.98,57.64,5.47,18.5,7.3,5.23,0,True,Medium
STU-2023-0985,20,Male,EE,3,79.07,74.95,80.71,8.51,19.1,5.69,9.49,0,False,High
STU-2023-0986,26,Male,ECE,7,83.87,68.7,74.71,7.87,29.1,8.91,7.91,0,False,High
STU-2023-0987,23,Male,MBA,8,44.01,37.55,45.57,3.38,6.6,2.36,3.02,5,True,At Risk
STU-2023-0988,24,Female,ME,7,93.87,75.17,74.3,8.83,18.2,7.98,8.98,0,False,High
STU-2023-0989,24,Female,ECE,6,79.94,68.47,82.38,7.01,17.8,8.0,6.44,0,False,High
STU-2023-0990,26,Male,IT,1,42.63,53.8,62.0,4.34,1.0,4.05,3.64,2,False,At Risk
STU-2023-0991,18,Male,ECE,7,65.59,73.11,62.75,7.23,14.9,7.44,7.12,0,False,Medium
STU-2023-0992,24,Female,IT,5,32.19,20.0,62.0,2.39,4.9,0.0,2.0,1,True,At Risk
STU-2023-0993,18,Female,EE,3,66.64,66.75,54.89,7.64,14.4,7.12,7.52,0,False,Medium
STU-2023-0994,23,Female,ME,8,82.79,82.18,71.79,7.44,24.8,6.6,7.32,0,False,High
STU-2023-0995,19,Female,ECE,4,80.18,63.46,82.0,6.84,5.3,5.18,6.59,0,True,High
STU-2023-0996,25,Male,ECE,8,80.09,87.15,63.37,8.02,18.3,7.87,7.96,0,True,High
STU-2023-0997,26,Male,ECE,3,88.68,93.68,82.43,7.99,28.4,7.97,7.71,0,False,High
STU-2023-0998,22,Female,ME,7,70.19,59.6,40.0,6.19,17.6,5.28,5.94,2,False,Medium
STU-2023-0999,27,Female,MBA,5,84.6,75.99,74.32,8.63,23.8,7.46,9.08,0,False,High
STU-2023-1000,26,Male,MBA,1,61.27,79.66,83.89,9.24,20.5,7.82,9.75,0,False,High
STU-2024-1001,22,Male,CS,5,73.77,48.51,67.84,6.33,10.8,4.64,6.65,1,False,Medium
STU-2024-1002,25,Female,ECE,7,89.37,80.62,50.0,8.55,14.7,5.26,7.96,0,False,High
STU-2024-1003,20,Male,CE,4,89.33,81.93,75.27,7.17,27.0,7.45,7.28,0,False,High
STU-2024-1004,22,Female,MBA,4,70.15,76.84,55.31,6.1,8.9,4.56,5.4,0,False,Medium
STU-2024-1005,22,Female,EE,5,71.71,90.4,80.11,8.72,18.2,8.25,9.06,0,False,High
STU-2024-1006,24,Female,MBA,1,71.01,65.71,52.65,5.82,22.7,5.18,5.22,0,True,Medium
STU-2024-1007,22,Male,CE,3,46.04,58.73,21.55,5.25,5.5,2.92,4.75,0,False,At Risk
STU-2024-1008,24,Male,ME,4,90.65,70.82,75.43,8.25,18.2,6.22,8.18,0,False,High
STU-2024-1009,21,Male,MBA,8,54.59,65.53,50.05,6.61,13.4,5.89,6.31,1,True,Medium
STU-2024-1010,18,Female,CE,5,89.41,90.55,90.63,7.98,22.2,6.52,7.75,0,False,High
STU-2024-1011,23,Female,ECE,6,90.38,79.98,80.06,8.83,15.7,6.66,9.53,0,False,High
STU-2024-1012,21,Male,CE,7,74.07,58.31,68.21,6.7,12.5,3.79,6.81,1,False,Medium
STU-2024-1013,25,Female,CE,8,70.07,71.92,89.83,7.16,22.0,7.54,7.0,0,False,High
STU-2024-1014,19,Female,CE,5,44.68,37.64,20.0,5.2,19.4,5.01,4.78,1,False,At Risk
